,Testset,file,region,gold,google,saia,google_glen
1026,C,37968,3,center building,white thing that is holding,man on right,tallest building
1029,C,37969,2,middle building,tallest building on far left,person on left,tallest building
1032,C,38037,3,brown building on left,tallest building on left,tree on left,tallest building on left
1035,C,38135,3,spikey building in the middle,tall building on left,tree on right,tall building on lower left
1038,C,38141,3,2nd building from right,top right,water on right,tall building on right
1041,C,38857,2,guy in middle white shirt,person in back with blue,tree on left,person in back on left
1044,C,39117,6,top right corner,tree on right,tree on right,tree on right
1047,C,3918,11,yangs building,second from left of pic,building on right,yellow building
1050,C,39343,7,tree on right,tree on far right,tree on right,tree on right
1053,C,39357,4,dark skyscraper closest to us in the middle-the white bldg is rt behind it,closest to you that is,tree on right,closest to you that is in front of building with black thing on left
1056,C,39397,4,left car,red car,trees on left,red car
1059,C,39397,5,right car lol,second from right,person on right,second from right
1062,C,39486,4,window on 2nd story middle,window on left,tree on left,window on far left corner
1065,C,39681,3,left building,building on left,tree on left,top left
1068,C,3977,3,fruits above pineapples on right,small patch of mountain,trees on right,very small patch of mountain
1071,C,39844,2,Owl on left,man in middle,tree on left,man in middle
1074,C,39858,2,left animal,okay so close to right,tree on left,mans head
1077,C,40002,6,sky,sky,sky,sky
1080,C,40087,5,skinny white man,blue shirt guy in middle,person on right,man in middle
1083,C,40116,3,right building,tall building on right,trees on right,tall building
1086,C,40173,3,third white one,big one on right,tree on right,clouds on right
1089,C,4021,2,black person looking down,man in red shirt guy,people on left,man in red shirt
1092,C,40241,5,tomatoes or whatever behind bananas,anything but click on left,woman in red,anything but click on left
1095,C,40244,4,blue,top left corner,sky,left
1098,C,40282,2,left g-raf,small palm tree on left,tree on left,palm tree
1101,C,40330,3,white building on right,tall building,building on right,tall building on right
1104,C,40471,1,left duck,palm tree on left corner,person on left,palm tree
1107,C,40630,1,gorilla on top,person on far right,tree on left,person in middle
1110,C,40649,1,big giraffe,grass,man in middle,grass area
1113,C,4123,5,kid on right,blue shirt guy on right,sky top left,man on right
1116,C,4126,6,2nd from right bro,man in middle,tree on right,man in black shirt
1119,C,4180,7,right middle window still,second from right,tree on right,all way to right
1122,C,4247,9,woman on right,person in black shirt,person on left,person on right
1125,C,4259,9,the girls shirt in the middle,white shirt man in front,person on left,man in front of white shirt
1128,C,4262,4,lady in yellow/red,person in red shirt,man in front,person in front
1131,C,4263,10,guy in red shirtt,red shirt guy in middle,person on left,guy in red shirt
1134,C,4265,2,trees left behind gate,grass next to left,tree on left,grass next to left
1137,C,4272,4,large bush on left,tree on left corner,person on left,tree on left corner
1140,C,4275,4,lower right windows,dark brown door,ground bottom left,dark brown door
1143,C,4275,7,the lower left window,building on left,top right corner,tall building on left
1146,C,4312,3,red building,far right side,person on right,far right
1149,C,4318,3,the door on far right,tall building on right,man on right,tall building on right corner
1152,C,4483,5,window besides door on left,building on left,tree on left,tall building on far left
1155,C,4483,7,TOP RIGHT WINDOW,window on right,sky top right,window on right
1158,C,4662,5,left park bench,grass next to left side,ground bottom right,grass bottom left
1161,C,4703,1,left penquin,girls head on left,building on left,top left
1164,C,4872,1,buns on left,second from left,guy in front,second from left
1167,C,4880,14,leftmost bamboo piece,that is sitting,tree on left,that is sitting
1170,C,4883,2,upper yellow fruit,rock on right,grass on right,rock on right
1173,C,4899,16,center post covered in vines,tree on left,person on right,tree trunk on far left
1176,C,5006,4,left side the two together,closest to us on left,sky top left,closest to us on left
1179,C,5060,1,bottom center jug,guy in front,ground bottom left,guy in front
1182,C,5101,1,far left building,tall building on left,tree on left,building on left
1185,C,5145,8,bottle on top shelf right,guy on right,water on right,top of picture on right
1188,C,6229,5,bottom middle painting,water in middle,people on right,water in middle
1191,C,6242,8,small building on right,building on right,person on right,white building on right
1194,C,6252,7,white horse foreground,guy in front,second from left,guy in front
1197,C,6297,3,striped fish lower left,second from left,water on left,second from left corner
1200,C,6306,3,rightmost right looking bird,2nd from right,person on right,2nd from right corner
1203,C,6327,4,man in blue tank,guy in front,person on right,guy in blue shirt
1206,C,6972,2,man standing,man sitting on left,tree on left,blue shirt
1209,C,7011,10,woman bending over on back left,second from left,person on right,second from left of three people
1212,C,7024,5,plate in front of blue shirt guy,person on left,second from left,person in front of man on left
1215,C,7041,1,turtle,anything but bird,building,trees
1218,C,7053,2,left lama,grass on left,tree on left,grass left
1221,C,7188,3,tree in middle,tree on left,tree on left,tree on left
1224,C,7281,7,far right cactus,person on right,person on right,person on right
1227,C,7299,7,little picture to the right of woman's ear (right front of picture),window on right,person on right,brick wall on far right side of picture hanging over mans head
1230,C,7314,7,guy right,red shirt guy on right,person on right,red shirt
1233,C,7318,5,far left building,dark spot on far left,tree on left,tree on left
1236,C,7387,2,chair on bottom left corner,second from left,trees on right,all way on far left
1239,C,7401,3,drink on table lower left corner,lady in front,tree on left,lady in black thing on left
1242,C,7401,5,drink in ladys hand bottom right,flower pot on right,man in front,lady in red thing on right
1245,C,7456,2,chair bottom right,that is sitting on right,bottom right corner,closest to right
1248,C,7489,4,cake boy,any person,man in front,any person
1251,C,7504,4,purple onions,2nd from right side,man in front,on right
1254,C,7505,8,chair under woman right side,guy on right,second from left,open book on right side
1257,C,7579,5,right building,building on right,group of people,white building
1260,C,7606,8,left flowers,people in middle,person on left,top left
1263,C,7701,2,picture on left side of wall,water to left,second from left,water to left of blue shirt
1266,C,7701,7,tall bottle,man in front,person on left,bottom left
1269,C,7736,5,green food in bowl farthest away,lady in middle,bottom left corner,lady with glasses on left side
1272,C,7803,6,bike laying on ground,very top left,person in front,top left of pic
1275,C,7906,10,wine glass next to bottle with blue label,bottom left of pic,bottom left corner,closest to us on left side of pic
1278,C,7923,10,basket food left,third from left,tree on right,third from left
1281,C,7924,5,above right man's ass,tree on right,person on right,palm tree on right
1284,C,7960,3,blue thing bottom right,bottom right corner,sky top left,very bottom right corner
1287,C,7960,6,green jacket on left,person on left,second from left,person sitting on left
1290,C,7975,11,middle bike,second from front of photo,any of people,far left
1293,C,8006,11,pink jacket,guy in front,man on right,red shirt
1296,C,8006,8,man on far right with hoodie,any person on far right,bottom left corner,any person in front of man
1299,C,8010,6,upper right part of right building,building on right,tree on right,top half of building on right
1302,C,8030,4,super happy guy with redish bottle in middle,all way to left,person on left,person all way to man in red shirt
1305,C,8058,4,boy in red shirt,man in red and black,guy on left,man in red shirt
1308,C,8156,4,tan hat on man bent over,white hat on left,wall on left,white shirt and hat on left
1311,C,8205,6,bottom right leaf by mans leg,closest to right,any of people,closest to us on far right
1314,C,8221,1,tree on left,palm tree on left side,tree on left,tree on left
1317,C,8221,2,center top tree,green area in middle,tree on left,trees in middle
1320,C,8280,1,girl left,guy in front,tree on left,in front
1323,C,8284,2,layer below mountains,sky,water on right,mountain range only
1326,C,8338,1,seal closest to us,sand on right corner,man in front,sand on right corner
1329,C,8392,4,mountains below the clouds to the far left,all way left,water on left,okay so any part of picture on left
1332,C,8405,2,hat right,red thing on far right,person on right,top right
1335,C,8460,4,boat front,people,any part of people,tile floor
1338,C,8479,9,left bottom corner,bottom left corner,guy in front,bottom left corner
1341,C,8613,9,wheel of 3rd man from left,2nd from left,person on left,lamp post on far left side
1344,C,862,1,kid middle,man,water,little boy
1347,C,8638,2,large plant on left,guy on left,tree on left,bottom left of picture
1350,C,8716,7,the bottle on the right,beer bottle on right,bottom left corner,beer bottle on right hand
1353,C,875,3,kid left back,second from left,person on left,second from left
1356,C,8802,8,3rd pot from bottom,bottom right corner,person on right,bottom right of pic
1359,C,8811,7,bike of left dud3e,second from left,tree on right,palm tree on left
1362,C,8820,15,bottom right corner,palm tree on far right,second from left,bottom right corner
1365,C,8830,7,cactus right side near us,water on far right,tree on right,black thing on far right
1368,C,8896,1,any window,window,sky top right,first window
1371,C,8902,3,man on left,man in middle,man on left,man in middle
1374,C,8904,5,middle structure slightly obscured,man in background,guy in middle,man in black shirt
1377,C,8912,9,plate right under the guy's arm,white thing that looks like,bottom right corner,white thing that looks like it
1380,C,8940,3,left seal,girl in background on left,person on left,top left
1383,C,8991,12,boy navy shirt foreground,blue shirt guy in front,sky top right,guy in blue shirt
1386,C,8993,3,green shirt girl,man in white shirt,person on left,person on right
1389,C,9023,2,first tree,tree on right,grass on left,palm tree
1392,C,9048,2,man to the right- dark blue,guy on right,sky top right,man in middle guy on right
1395,C,9055,3,2nd person from left,man in front,person on right,man in red shirt
1398,C,9055,5,4th person from left,man in red,person on left,man in red shirt
1401,C,9057,8,horse 5th from left,guy in middle,person on right,in front of pic
1404,C,9066,3,bottom right corner,that is holding,tree on right,that is holding
1407,C,9105,10,bright blue shirt,guy in blue,person on left,guy in middle
1410,C,9105,4,green shirt woman on right,man in front,sky top right,red shirt guy in front
1413,C,9107,1,leftest bike,guy in front on left,person on left,on left
1416,C,9126,8,bottle with orange label,closest to us,bottom left corner,all way to us
1419,C,9132,10,hanging oranges top left,woman in back to left,tree on left,woman in red shirt
1422,C,9150,3,bird on left,left of picture,tree on left,left of picture
1425,C,9208,3,wine bottle,red shirt guy in front,person on right,red shirt
1428,C,9220,10,bottom right object,2nd from right,tree on left,bottom right corner
1431,C,9220,3,white car lower center,whatever that is,person on left,all way to left
1434,C,9267,4,chick in red shirt,white shirt guy in middle,guy in red,guy in red shirt
1437,C,9285,3,tire on side near us,snow in front,ground bottom left,snow in front of screen
1440,C,9345,5,area above left mans head,woman in back left,tree on left,woman in background on left
1443,C,9391,7,window behind womans head,window next to left side,people on right,window next to left
1446,C,9404,11,plate on right close to arm,very bottom right,building on right,bottom right of guy in front
1449,C,9409,7,little treee sticking out of right half of roof,tall palm tree,bottom right corner,palm tree on right next to left of screen
1452,C,9440,8,the little houses in the middle by the water,patch of picture,tree on left,all way to left of picture on far right
1455,C,9440,9,very middle building,all way on left,person on left,all way back
1458,C,9589,6,white bush on left,closest to left,second from left,palm tree to left
1461,C,9623,2,pink shirt on wall,whatever is holding,man on left,small patch of sign
1464,C,9644,1,right hill,mountain range just to right,trees on right,mountain range
1467,C,9653,8,farthest tree right,tree on right,tree on right,tree on right
1470,C,9677,13,water to the left of gut in blue shirt,trees on left,people on right,trees on left of guy with spiders in background
1473,C,9683,8,surfboard closest to us,closest to right,very bottom left,sidewalk next to right
1476,C,9712,11,second bike from right,2nd from right,tree on left,2nd from right corner
1479,C,9712,2,blue building,yellow building on left,person in red,yellow building
1482,C,9718,7,the person in the middel,person in middle,person on left,red shirt guy in middle
1485,C,9794,7,man on right,person on right,person on right,person on right
1488,C,9801,14,drink below pointing finger,2nd from right,tree on left,lamp post on right
1491,C,9896,9,white chair hanging at back,2nd from right,second from left,man on far right side
1494,C,9910,4,white house left,yellow building on left side,sky top right,building on left
1497,C,9986,3,middle thing,man in front of it,building on right,bottom left
